studentId;Predmet;BrojKredita;Ocjena;PolozioDatum;Godina;SkolskaGodina;Semestar;Priznat;datum_upisa;Spol;ZavrsenaSkolaId;Srednja_skola;opstina_rodjenja;GodinaZavrsetka;datum_diplomiranja;nacin_studiranja;opstina_prebivalista
16414;P-152;6;7;23. ožujka 2023.;3;2021/2022;6;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Goražde;2014/15;;DL;Sarajevo
16409;P-152;6;7;5. sijeènja 2023.;3;2021/2022;6;FALSE;19. srpnja 2018.;M;3;Mašinska;Tuzla;2014/15;;DL;Lukavac
16408;P-152;6;8;17. veljaèe 2023.;3;2021/2022;6;FALSE;19. srpnja 2018.;Ž;1;Gimnazija;Sanski Most;2016/2017;;DL;Sanski Most
16401;P-234;6;9;13. srpnja 2023.;4;2021/2022;7;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16401;P-240;6;10;17. srpnja 2023.;4;2021/2022;8;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16401;P-239;4;10;23. lipnja 2022.;4;2021/2022;8;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16401;P-45;6;9;22. veljaèe 2023.;4;2021/2022;7;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16401;P-236;6;10;4. rujna 2023.;4;2021/2022;7;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16401;P-237;6;8;6. rujna 2023.;4;2021/2022;7;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16401;P-235;6;10;10. srpnja 2023.;4;2021/2022;7;FALSE;19. srpnja 2018.;M;2;Elektrotehnièka;Mostar;2015/16;;DL;Mostar
16448;P-146;7;6;22. srpnja 2021.;2;2019/2020;4;FALSE;24. kolovoza 2018.;M;13;Tehnièka;Brèko;2017/18;;Redovan samofinansirajuæi;Brèko
16420;P-146;7;6;22. srpnja 2021.;2;2019/2020;4;FALSE;5. rujna 2018.;Ž;2;Elektrotehnièka;Tuzla;2017/18;;DL;Tuzla
16400;P-146;7;6;9. prosinca 2022.;2;2019/2020;4;FALSE;19. srpnja 2018.;Ž;6;Ekonomska;Sarajevo - Novi grad;2017/18;;DL;Sarajevo
16343;P-146;7;8;23. srpnja 2020.;2;2019/2020;4;FALSE;18. srpnja 2018.;M;18;Medresa;Gradaèac;2017/18;;DL;Gradaèac
